state,district,state_id,district_id,phone_1,title,phone_2,last_verified_on,quantity_available,verification_status,resource_type
Maharashtra,Thane,22,394,9768523308,"Oxygen department, Nitesh Yadav",,2021-05-07,"Concentrators (supposed to arrive on 5th), oxygen cylinders- not clear.",Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,2227712908,"Rasik Bhai / Damji Bhai, Veer Foundation Siga Gases (Naveen)",9892560000,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Varanasi,35,682,7992249149,Ramnagar Industrials ,,5/1/2021 20:30:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9850065707,Nana Gas Industries Primea,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9302,Mr Shetty Rahmah Foundationn Anywherein Mumbai,-,5/1/2021 20:26:28,-,Invalid,
Bihar,Patna,8,112,9315137189, Aatif,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Varanasi,35,682,9621895401,Murari gas service Kamrup industrial gases limited,,05/02/2021 16.20 pm,,Call again,
Delhi (NCT),New Delhi,12,158,9373115161,Bhartiya medical Oxygen Cylinders,,4/27/2021 14:25:00,,Pending,
Haryana,Faridabad,15,204,7498151214,IAR EDUCATION MULUND TO KURLA OXYGEN,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9718866224,Saanjh ,9818043229,4/27/2021 14:23:00,,Call again,
Maharashtra,Mumbai City,22,378,7760230124,Sadiq Bhai's VIPUL BHAI,,5/1/2031 6:13:00,,Call again,
Madhya Pradesh,Indore,21,332,9826038939,Chetan ,,4/27/2021 14:28:00,,Available and verified,
Maharashtra,Mumbai City,22,378,9926398845,Call Aashray Seva Kendra,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,7379854888,Sarang Gas Refill Deva,,4/27/2021 14:25:00,,Pending,
Tamil Nadu,Madurai,32,548,9442574805,Arasan Gas,,5/1/2021 12.05pm,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9997229249,Radha industrial gases. Universal Air Products Subhashish Guha,,4/27/2021 14:25:00,,Pending,
Punjab,Ludhiana,29,489,9825333200,Yuva Army - Tushar Patel ,,4/27/2021 14:28:00,,Available and verified,
Himachal Pradesh,Mandi,16,230,8754479833,SICGIL SOL Ltd. Mandav Air Products,,5/1/2021 15:48:09,,Pending,
Delhi (NCT),New Delhi,12,158,9709910000,Amit ,,4/27/2021 18:45:00,,Available and verified,
Kerala,Ernakulam,1,7,9408412718,Nameless Vigneswara Oxygen,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Varanasi,35,682,7007901341,Ramnagar Industrials ,,5/1/2021 20:36:00,,Pending,
Maharashtra,Mumbai City,22,378,9820217376,Nameless KAMAL BHAI,,4/27/2021 2:25pm 5/1/2021 1:35PM,,Available and verified,
Uttar Pradesh,Lucknow,35,657,9358258029,K.A gases Ketee Welding Store,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9837002074,V. S. Industries Dahira to Bandra(Western Line),,5/1/2021 20:35:23,,Call again,
Delhi (NCT),New Delhi,12,158,9830056776,Emergency Medical Devices Swastic Traders,,5/1/2021 12:17:00,,Call again,
Bihar,Patna,8,112,9899390876,Mittal Air Products Oxygen cylinders,,4/27/2021 14:25:00,,Pending,
Maharashtra,Thane,22,394,9443069292,Sri Venkateswara Oxygen Not specified,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Muzaffarnagar,35,666,8048565038,Nameless Rama industries,,5/1/2021,,Pending,
Bihar,Patna,8,112,9831919933,Oxygen Cylinders Gaurav Air Products (Mahadev Stahan),,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9819006141,Mr Shetty Khalsa Aid,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Meerut,35,663,8000000700,Saurashtra Oxygen Pvt. Ltd. Shyam oxygen,9825230000,4/27/2021 14:25:00,,Available and verified,
Gujarat,Surat,14,200,9560330232,Prerna Deep Gase Agrawal Vikas Trust,,4/27/2021 14:25:00,,Pending,
Maharashtra,Ratnagiri,22,389,9422259099,Bharat Commercial Center Raigad Gas Co,,4/27/2021 14:25:00,,Call again,
Uttar Pradesh,Kanpur Nagar,35,651,9313784962,Deepak Oxygen,,4/27/2021 14:25:00,,Pending,
Madhya Pradesh,Indore,21,332,9768523308,Oxygen department ,,4/27/2021 2:25pm,,pending (not verified),
Uttar Pradesh,Lucknow,35,657,6393823802,Abhishek Oxygen Cans Lucknow,,4/27/2021 14:29:00,,Invalid,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9894020509,Seva Gases ,,4/27/2021 14:25:00,,Pending,
Madhya Pradesh,Indore,21,332,9755502300,Sharan Trivedi ,,5/4/2021 16:32:21,,Call again,
Maharashtra,Thane,22,394,8178877352,Monu equipment supplier Not specified,,4/27/2021 14:25:00,,Pending,
Haryana,Gurgaon,15,206,8109259955,Gagandeep Star Special Air Gases,,4/27/2021 14:25:00,,Pending,
Telangana,Hyderabad,33,571,9619288264,Oxygen Cylinders Oxy Vision,,4/27/2021 14:25:00,,Pending,
Gujarat,Rajkot,14,194,8604784305,Oxygen plant Tirupati Oxygen,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Kanpur Nagar,35,651,6352493120,AIMS Industries Sri Anil Babbar,,2021-05-01 19:00:00,,Call again,
Madhya Pradesh,Bhopal,21,319,7947418356,Pal Agency ,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,1127781046,"Satyavadi Raja Harsihchandra Hospital, Near Singhu Border, Narela Kaushik",,4/30/2021 17:00:00,,Available and verified,
Uttar Pradesh,Lucknow,35,657,9651494145,Balaji surgical ,,4/25/2021 15:46:00,,Call again,
Odisha,Khordha,27,462,8866066133,Oxygen Suppliers Sikhaid -Satbir,,5/1/2021 15:37:24,,Pending,
Assam,Bongaigaon,7,57,9111371114, Assam Air Products Pvt. Ltd.,,5/1/2021 15:37:26,,Pending,
Assam,Bongaigaon,7,57,9820443402,"Jignest Bhai, Veer Foundation Assam Air Products Pvt. Ltd.",2225700000,4/27/2021 14:25:00,,Pending,
Bihar,Patna,8,112,9835420734,Vidya Jee ,,4/22/2021 12:39:00,,Call again,
Telangana,Hyderabad,33,571,9560330232,Nameless Oxygen Suppliers (no other name given),,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,7275000022,Panki Oxygen Sanrai Med India Pvt Ltd.,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9979885331,P K Carbonics Nameless,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Allahabad,35,610,9359931390,Agarwal gases Oxygen,,4/27/2021 14:25:00,,Pending,
Tamil Nadu,Erode,32,543,984063166,"Ravi Pai, Pai air products Erode Air Products",,5/1/2021 11:57:00,,Invalid,
Delhi (NCT),New Delhi,12,158,9555448405,Oxygen Social Worker,,,,unavailable,refill
Delhi (NCT),New Delhi,12,158,9811477345,Zikr ur rehman mujahid chawla ,,4/27/2021 14:29:00,,Available and verified,
Uttar Pradesh,Lucknow,35,657,9825335395,Shakti Industrial Gases Keshav,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9403004893,"Regards Ecomed Solution Shree Mahavir Nagar yuvak Mandal, Kandivalli West",,5/3/2021 16:03:37,,Available and verified,
Uttar Pradesh,Lucknow,35,657,9320948457,"JIGNESH BHAI, MIKIN BHAI Mohd Anas",9870790000,5/1/2021 15:48:06,,Pending,
Bihar,Patna,8,112,9334486903,Ramesh Mahajan ,,4/22/2021 12:41:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9140301978,Baba oxygen O2-Matic,,4/27/2021 14:25:00,,Pending,
Goa,South Goa,13,168,8218473303,Kwatra Gases Govind Poy Oxygen Limited,,4/27/2021 14:25:00,,Pending,
Maharashtra,Aurangabad,22,365,7838948874,Oxygen Concentrator Surshil Gases,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Varanasi,35,682,7355775344,Jyoti Industrials ,,5/1/2021 20:42:00,,Call again,
Bihar,Patna,8,112,8858791558,Oxygen Babu Gas Agency (Kankarbagh),,4/27/2021 14:25:00,,Pending,
Madhya Pradesh,Bhopal,21,319,8817169974,Oxygen concentrator ,,4/27/2021 14:30:00,,Available and verified,
Madhya Pradesh,Bhopal,21,319,8319629805,oxygen cylinder - Sameer Khan,,5/2/2021 17:37:36,,Unavailable but verified,
West Bengal,Kolkata,37,707,08017095302,Pubali Basu,,5/11/2021 11:29:11,Undetermined,Call not answered,
Delhi (NCT),New Delhi,12,158,9818204180,Sukhmani Gases,,,,3rd_party_verified,refill
Karnataka,Bengaluru (Bangalore) Urban,19,283,9820047612,"Nilesh Bhai / Amrut Bhai, Veer Foundation Swasti Healthcare",9821050000,4/27/2021 2:25pm,,pending (not verified),
Karnataka,Hassan,19,293,7005215426,[Requested] Lakshmi Gas,,4/30/2021 20:55pm,,Pending,
Maharashtra,Latur,22,377,9820984040,"NILESH BHAI, PARESH BHAI Nana Gas Industries",9820640000,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Mathura,35,661,9701611160,Ravi Oxygen Universal Gas Company,,4/27/2021 14:25:00,,Call again,
Delhi (NCT),New Delhi,12,158,6260354776,Vedant Bhatt Oxygen - Refill,,4/27/2021 2:25pm,,pending (not verified),
Delhi (NCT),New Delhi,12,158,9821010210,CHINTAMANI DERASAR GHATKOPAR WEST Vinayak Oxygen,9768060000,4/27/2021 2:25pm,,pending (not verified),
Tamil Nadu,Erode,32,543,9900706564,Pioneer Lifecare Systems Sri Sharadha Pmesh- wari Gases,7947200000,4/27/2021 2:25pm,,pending (not verified),
Bihar,Patna,8,112,9608791349,Gangotri ,,4/22/2021 12:41:00,,Call again,
Rajasthan,Jaipur,30,515,8447390017,Oxygen Help,,,,Pending ,Cylinder
Haryana,Faridabad,15,204,9891442284,NAKUL BHARDWAJ BS INDUSTRIAL GASES,,4/30/2021 19:24:00,Available with his Contacts,Available and verified,
Madhya Pradesh,Indore,21,332,8048602952,Oxygen Suppliers Call,,5/1/2021 16:20:00,,Invalid,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9160990033,"Rahim Patel Oxygen Raja Shehal, Universal Air Products",,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,1234567890, individual,,4/27/2021 20:30:00,,Available and verified,
Jammu & Kashmir (UT),Jammu,17,241,9900562307,Universal Air ProductsContact Person: Raja Shehal Raj Gas,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9422775792,Harshita GasesPvt. Ltd. Eureka Gases,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9824038152,Madhuraj Industrial Gases Pvt. Ltd. Olive Trust,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Kanpur Nagar,35,651,7860100001,Medicine Spot ,,5/4/2021 16:57:34,,Invalid,
Madhya Pradesh,Gwalior,21,329,917947389052,"K M medical Solutions K M medical Solutions, Gende waali sadak",,5/4/2021 16:15:21,,Available and verified,
Madhya Pradesh,Indore,21,332,9300080066,Shivam ,,5/4/2021 16:29:47,,Invalid,
Madhya Pradesh,Indore,21,332,9826328181,Sachin ,,5/4/2021 16:33:55,,Invalid,
Rajasthan,Jaipur,30,515,8605121808,Patil Hospital ,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9350714001,Rishipal ,,4/27/2021 14:28:00,,Call again,
Maharashtra,Mumbai City,22,378,9810754021,Pawar Medicare Shree Rajasthan Jain Sangh,,5/1/2021 15:53,,Call again,
Delhi (NCT),New Delhi,12,158,9311002104,Manoj Kumar9311002104 Bikaner vala foods pvt ltd,9311002104,4/27/2021 20:40:00,,Available and verified,
Madhya Pradesh,Gwalior,21,329,9555235409,Shakuntala Medicare and Surgical Shakuntala Medicare and Surgical,,5/4/2021 16:17:53,,Invalid,
Maharashtra,Pune,22,387,8431358911,Sai Respicare Equipment Sandesh Gases,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9910391900, Al Hafeez Tours and Travels,,4/27/2021 14:25:00,,Pending,
Karnataka,Dakshina Kannada,19,289,9427362828,Shital Gas Kaveri Gas Products,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9850756388,Raigad Carbides Nameless,,5/1/2021 11:58:00,,Call again,
Uttar Pradesh,Meerut,35,663,9028789783,Ahmednagar Gases Pvt. Ltd. Shyam Oxygen,,4/27/2021 14:25:00,,Call again,
Uttar Pradesh,Lucknow,35,657,8090067876,UK Pharma ,,4/25/2021 15:55:00,,Call again,
Delhi (NCT),New Delhi,12,158,9319107621,Radha manohar gases Be Human,,4/27/2021 14:25:00,,Pending,
Maharashtra,Aurangabad,22,365,9922443055,Rukmani Metals and Gases India (I LTD.) Kulkarni Oxygen,,4/30/2021 17:00:00,,Pending,
Madhya Pradesh,Indore,21,332,9353100200,MP Cylinders ,7879228006,4/23/2021 13:06:00,,Unresponsive,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9334122588,Patna Engineering Thanisandara United Forum,,4/30/2021 17:00:00,,Available and verified,
Uttar Pradesh,Allahabad,35,610,7233881234,Narayan Gas service ,,4/22/2021 19:27:00,,Call again,
Kerala,Ernakulam,1,7,9764147487,Raigad Gas Co Oxygen for Rent,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Varanasi,35,682,9140430041,Shashwat Gas Agency ,,5/1/2021 20:39:00,,Available and verified,
Gujarat,Gandhinagar,14,180,8882264290, Jay Gayatri,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,7379854888,"Sarang Gas, Indira Nagar ",,5/4/2021 17:24:19,,Call again,
Uttar Pradesh,Kanpur Nagar,35,651,9391114386,Oxy Vision Lovely gas company,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9721297978,"Shivaji nagar Apollo Hospital, Jasola",,5/1/2021 13:37:00,,Call again,
Haryana,Gurgaon,15,206,8860411515,Mithilesh ,,5/4/2021 16:09:07,,Call again,
Uttar Pradesh,Lucknow,35,657,9335710259,"Oudh Gases 257, Mawaiya, Aishbagh Road, Lucknow",,4/27/2021 14:29:00,,Unavailable but verified,
Uttar Pradesh,Allahabad,35,610,7007983072,Mahendrabhishek Mishra ,,5/2/2021 17:11:45,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9833122175,Nitin Oxygen Srikanth V,,4/27/2021 14:25:00,,Pending,
Chhattisgarh,Raipur,10,148,7415883434,Raipur Hirapur Gurudwara Ranjyot Singh Gill,,4/22/2021 12:43:00,,Call again,
Uttar Pradesh,Allahabad,35,610,8726630313,Oxygen -,,4/27/2021 14:25:00,,Pending,
Punjab,Ludhiana,29,489,9925246679,Yuva Army - Dipak Shah ,,4/27/2021 14:28:00,,Available and verified,
Maharashtra,Mumbai City,22,378,6289160044,Tushar Awasthi ,,5/1/2021 12:36:00,,Available and verified,
Haryana,Rewari,15,218,9023229085,Nameless Aggrawal Gases & Industries,,4/27/2021 14:25:00,,Pending,
Chhattisgarh,Raipur,10,148,9993455551,Ricky chawla ,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Aligarh,35,609,9997229249,Radha Industrial Gases Radha Industrial Gases,,5/2/2021 17:10:29,,Call again,
Uttar Pradesh,Ghaziabad,35,638,9871454887, National Air Products,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9790707896,Drug Controller Helpline,,6 May. 11.54AM,,verified,Cylinder
Bihar,East Champaran (Motihari),8,96,7004493764,Bravo foundation Bravo foundation,,4/30/2021 19:23:00,MAX AVAILABLE AT THAT MOMENT,Available and verified,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9379812525,Jagadish,,6 May. 12.13PM,,verified,Cylinder
Uttar Pradesh,Varanasi,35,682,9436005525,BMA Liquid Air Oxygen,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9910295808,Prerna Deep Gases,9560330232,5/1/2021 19:48:45,,Unavailable but verified,
Karnataka,Bengaluru (Bangalore) Urban,19,283,8123214140,Jaimat Ulama,,6 May. 12.19PM,,verified,Cylinder
Bihar,Patna,8,112,9930563063,"DOMBIVALI, DOMBIVALI, KALYAN, VITHALWADI, THAKURLI Vidya Ji",,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9845006380,Avenue Pharma Distributors,,"3 May, 16:15 PM",,verified,Cylinder
Uttar Pradesh,Kanpur Nagar,35,651,9140301978,Baba Oxygen ,,5/4/2021 16:55:35,,Call again,
Uttar Pradesh,Kanpur Nagar,35,651,9621895401,Murari Gas Service ,,5/4/2021 16:47:57,,Call again,
Maharashtra,Mumbai City,22,378,9930403747,Salim Rakhangi Phoenix gas,,4/27/2021 14:28:00,,Available and verified,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9980866619,nanda kumar,,44317,,Verified,Cylinder
Uttar Pradesh,Allahabad,35,610,9696941234,Narayan Gas service 2 ,,4/22/2021 19:32:00,,Call again,
Kerala,Palakkad,1,9,9696941234, Manoj,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Allahabad,35,610,9794758380,Lions Club ,,4/22/2021 19:31:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9902582671,Deva Apollo Homecare,,4/30/2021 18:55:00,,Call again,
Uttar Pradesh,Allahabad,35,610,7738789929,Ravindra Perhat gases,,4/27/2021 14:25:00,,Pending,
Kerala,Ernakulam,1,7,9425601131, Mananchery Air Product,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,979470460,Chand Quereshi ,,4/25/2021 19:35:00,,Call again,
Karnataka,Bengaluru (Bangalore) Urban,19,283,47107750,NA -(Whatsapp Chat with an automated bot.) KVN Foundation,68065385,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9818936934,Sawaab Samaj ,,4/27/2021 14:33:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9837781870,Bajrang Gases Kaushik's,,4/27/2021 14:25:00,,Pending,
Karnataka,Ballari (Bellary),19,280,9443969292,Sri Venkateshwara Oxygen M.S.P.L. Gases,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Kanpur Nagar,35,651,9,"Oxygen can, 10 I can for Rs. 630 - pickup Shishir Vishvakarma",,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,9419187356,Raj Gas Industries ,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,7384073807," Shree Hirsuri Jain Sangh, NIMESH BHAI, MANISH BHAI,",,4/27/2021 2:25pm 5/1/2021 12:29PM,,Call again,
Uttar Pradesh,Allahabad,35,610,9915382021,Nikhil ,,5/2/2021 17:15:22,,Invalid,
Uttar Pradesh,Kanpur Nagar,35,651,9820501560,DILIP BHAI Shakti medical,,4/27/2021 14:25:00,,Pending,
Bihar,Patna,8,112,9334101941,Fehad ,,4/22/2021 12:39:00,,Call again,
Madhya Pradesh,Bhopal,21,319,9111371114,Anshu Aswani ,,4/27/2021 14:28:00,,Unavailable but verified,
Uttar Pradesh,Kanpur Nagar,35,651,8800828228,Nameless Umang gupta,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9867118211,Olive Trust Olive Trust,,4/27/2021 14:30:00,,Available and verified,
Uttar Pradesh,Lucknow,35,657,9651777776,"Purshottam Gas Supplier PNT colony, Raebareli.",,4/24/2021 17:36:00,,Call again,
Maharashtra,Mumbai City,22,378,9821010210,CHINTAMANI DERASAR GHATKOPAR WEST Vinayak Oxygen,9768060000,5/1/2021 12:22:00,,Available and verified,
Karnataka,Bengaluru (Bangalore) Urban,19,283,7507993999,Shivam Oxygen Pvt. Ltd. Jamiat Ulama,9422220000,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9319032490,K.c industries Jamiat Ulama (Nagawara),,4/27/2021 14:25:00,,Pending,
West Bengal,Kolkata,37,707,9999869483,Khadim-E-Insaaniyat Emergency Medical Devices,,4/30/2021 21:45:00,,Call again,
Telangana,Hyderabad,33,571,9833780675,Not specified Asian Surgicals,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,8073448944,,,,,verified,concentrator
Delhi (NCT),New Delhi,12,158,9311523606,Sri Sukhmani society ,,4/27/2021 14:28:00,,Call again,
Uttar Pradesh,Lucknow,35,657,8707342450,Oxygen Cylinder Kanpur,,4/24/2021 17:28:00,,Call again,
Delhi (NCT),New Delhi,12,158,6355414456,Satish ,,5/1/2021 12:10:00,,Call again,
Goa,South Goa,13,168,8421080567,oxy99.in The Southern Gas Limited,,4/27/2021 14:25:00,,Pending,
Maharashtra,Pune,22,387,9822033325,Munjal Mehta Shell n tube,,5/1/2021 19:49:50,,Unavailable but verified,
Madhya Pradesh,Bhopal,21,319,9926501861,Mahendra Agarwal ,,5/1/2021 20:07:22,,Available and verified,
Maharashtra,Mumbai City,22,378,7007797708,"Barabanki SHANTI NAGAR NEPEANSEA ROAD, MALABAR HIL",,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9944540293,"National Oxygen Limited JIGNESH BHAI, MIKIN BHAI",,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9845211419,Manjunatha Air Products Shree Porwal Jain Sangh Aaradhana Bhavan,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9394777070,Coromandal Gas Company ,9399910000,4/27/2021 14:25:00,,Pending,
Punjab,Ludhiana,29,489,9349393693,Yuva Army - Piyush Bopaliya ,,4/27/2021 14:28:00,,Available and verified,
Gujarat,Vadodara,14,198,9891332403,Mohta Brothers Bhagi Laxmi Gases,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,7875443567,The Southern Gas Limited ,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,919886637388,Poornima dass ,,5/2/2021 17:17:27,,Call again,
Maharashtra,Mumbai City,22,378,9820003247,"Shree Vasupujya Swami Shwetambar Jain Mandir HARDIK BHAI, DIPESH BHAI",9820090000,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9962522823,Michael (Area Manager at Philips) Mamoor Oxygen,,4/30/2021 17:00:00,,Call again,
Madhya Pradesh,Indore,21,332,9425148289,Piyush ,,5/4/2021 16:35:31,,Call again,
Madhya Pradesh,Indore,21,332,9753342164,Mdcl Oxygen ,,5/4/2021 16:37:34,,Invalid,
Bihar,Patna,8,112,9848365601,Sasirekha Agencies Ronit Ranjan,,4/27/2021 14:25:00,,Pending,
Haryana,Faridabad,15,204,9443142426,Kalyan gas Oxygen,,4/27/2021 14:25:00,,Pending,
Telangana,Hyderabad,33,571,9060604633,Sri Kalika Industrial Gases Liyagath Oxygen,9060070000,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai City,22,378,9986147725,Jamiat Ulama (Gowripalya) Dr. Vinod Kothari,,5/1/2031 6:11:00,,Call again,
Bihar,Patna,8,112,9915382021, S P Verma Medical,,4/27/2021 14:25:00,,Pending,
Madhya Pradesh,Singrauli,21,357,8971501176,Kaushik's Rewa Gases,,4/27/2021 14:25:00,,Pending,
Haryana,Karnal,15,211,9215600329,Jitendar Sachdeva ,9215600328,5/4/2021 17:04:15,,Invalid,
Madhya Pradesh,Bhopal,21,319,9425604924,OP Singh ,,4/25/2021 17:49:00,,Call again,
West Bengal,Kolkata,37,707,7947409772,Fyrax INDIA Fyrax INDIA,,5/4/2021 17:17:05,,Call again,
Madhya Pradesh,Bhopal,21,319,9425601131,Sharad Sethi ,,5/2/2021 17:30:05,,Invalid,
Delhi (NCT),New Delhi,12,158,9811015559,Sri Sukhmani society ,,4/27/2021 14:31:00,,Pending,
Chhattisgarh,Raipur,10,148,6267783236,Raipur baba saheb Gurudwara ,,4/22/2021 12:43:00,,Call again,
Chhattisgarh,Raipur,10,148,9827860006,Raipur Tatibandh Gurudwara ,,4/22/2021 12:42:00,,Pending,
Punjab,Ludhiana,29,489,9898006737,Yuva Army - Paras Shah ,,4/22/2021 12:43:00,,Call again,
Uttar Pradesh,Varanasi,35,682,9321110061,Oxygen Avalible from Wednesda Annapoorna industrial gases,,05/02/2021 16.20 pm,,Invalid,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9892190211,AMRUT NAGAR GHATKOPAR WEST Ravi Oxygen,,4/27/2021 14:25:00,,Pending,
Jharkhand,Ranchi,18,274,9006749157,SUNIL SINGH ---,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,9621942015,Star Gas Star Gas,9935580628,5/4/2021 17:23:03,,Invalid,
Uttar Pradesh,Allahabad,35,610,8299707961,Near PVR ,,4/22/2021 19:35:00,,Call again,
Karnataka,Dakshina Kannada,19,289,9819256194,HARESH BHAI Lakshmi CryogenicsPvt. Ltd.,,4/27/2021 14:25:00,,Pending,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9927010286,Kansal Industrial Gases Deepak,,4/27/2021 14:25:00,,Pending,
Kerala,Thrissur,1,8,9818111127,Seth Air Products Trichur Air Product,,4/27/2021 14:25:00,,Pending,
Delhi (NCT),New Delhi,12,158,7275478391,Deepak gas plant Shariq Husain,,4/30/2021 20:19:00,,Invalid,
Karnataka,Bengaluru (Bangalore) Urban,19,283,9869766304,Dr. Vinod Kothari Sewa from Sahayhastha,,4/30/2021 18:45:00,"Limited stock, only for severe patients.",Available and verified,
Madhya Pradesh,Indore,21,332,9727722431,R R Patel Industrial Gases Pvt. Ltd. Nameless,,4/27/2021 14:25:00,,Pending,
Gujarat,Surat,14,200,9412750575,Shambavi Gases Oxygen,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Lucknow,35,657,9919977999,oxygen on rent ,,4/25/2021 19:42:00,,Call again,
Uttar Pradesh,Kanpur Nagar,35,651,9815221969,Orbit Gases Oxygen,,4/27/2021 14:25:00,,Pending,
Madhya Pradesh,Bhopal,21,319,9752537079,Mr Ajay Gupta ,,5/2/2021 17:39:33,,Call again,
Madhya Pradesh,Bhopal,21,319,7987747886,oxygen concentrator ,,5/2/2021 17:40:35,,Invalid,
Uttar Pradesh,Allahabad,35,610,9918105608,Oxygen Plant Gauhniya ,,4/22/2021 19:28:00,,Call again,
Rajasthan,Bikaner,30,507,8829000450,Ambesh Ratnu ,,5/2/2021 17:43:41,,Unavailable but verified,
West Bengal,Kolkata,37,707,7947408440,Gautam Unitech,,5/4/2021 17:12:54,,Available and verified,
Telangana,Hyderabad,33,571,9842134090,Arasan Air Products Sohail Oxygen,,4/27/2021 14:25:00,,Pending,
Uttar Pradesh,Sant Kabir Nagar,35,673,9086557202,RSS Gases Mayur industrial gases Pvt. Ltd.,,4/27/2021 14:25:00,,Pending,
Maharashtra,Mumbai Suburban,22,379,9820047612,"Nilesh Bhai / Amrut Bhai, Veer Foundation Swasti Healthcare",9821050000,4/30/2021 19:56:00,,Available and verified,
Uttar Pradesh,Varanasi,35,682,9235783717,Meditake ,,5/1/2021 20:31:00,,Pending,
Gujarat,Gandhinagar,14,180,7257804224,Ajay Tiwari Satish,,4/27/2021 14:25:00,,Pending,
Himachal Pradesh,Sirmaur (Sirmour),16,232,9415002811,Sharang Plastengg Pvt. Ltd. bala sundari gases pvt ltd,,5/1/2021 15:46:48,,Pending,
Tamil Nadu,Chennai,32,538,9867031020,BHARAT BHAI Michael (Area Manager at Philips),,4/30/20212:08 PM,0,Call again,
